['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/image', 'https://dbpedia.org/ontology/Website']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/format', '?format']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/rating', '?rating']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/price', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/genre', 'https://dbpedia.org/ontology/dateTime']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/publicationDate', 'https://dbpedia.org/ontology/date']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/author', 'https://dbpedia.org/ontology/Person']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/description', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/publisher', 'https://dbpedia.org/ontology/Organisation']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/review', 'https://dbpedia.org/ontology/review']
['https://dbpedia.org/ontology/Book', '??Image', 'https://dbpedia.org/ontology/Image']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/language', 'https://dbpedia.org/ontology/Language']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/isbn', 'https://dbpedia.org/ontology/Identifier']
['https://dbpedia.org/ontology/Book', '??boolean', 'https://dbpedia.org/ontology/boolean']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/currency', 'https://dbpedia.org/ontology/Currency']
['https://dbpedia.org/ontology/Book', 'https://dbpedia.org/ontology/numberOfPages', '?numberOfPages']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/rating', '?rating']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/publicationDate', 'https://dbpedia.org/ontology/date']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/description', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/price', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/WrittenWork', '??address', 'https://dbpedia.org/ontology/address']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/genre', 'https://dbpedia.org/ontology/dateTime']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/author', 'https://dbpedia.org/ontology/Person']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/publisher', 'https://dbpedia.org/ontology/Organisation']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/currency', 'https://dbpedia.org/ontology/Currency']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/language', 'https://dbpedia.org/ontology/Language']
['https://dbpedia.org/ontology/WrittenWork', 'https://dbpedia.org/ontology/image', 'https://dbpedia.org/ontology/Website']
['https://dbpedia.org/ontology/WrittenWork', '??boolean', 'https://dbpedia.org/ontology/boolean']
['https://dbpedia.org/ontology/Event', '??Identifier', 'https://dbpedia.org/ontology/Identifier']
['https://dbpedia.org/ontology/Event', '??Language', 'https://dbpedia.org/ontology/Language']
['https://dbpedia.org/ontology/Event', '??Person', 'https://dbpedia.org/ontology/Person']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/albumRuntime', 'https://dbpedia.org/ontology/duration']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/category', 'https://dbpedia.org/ontology/Category']
['https://dbpedia.org/ontology/Event', '??boolean', 'https://dbpedia.org/ontology/boolean']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/description', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/address', 'https://dbpedia.org/ontology/Place']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/image', 'https://dbpedia.org/ontology/Website']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/currency', 'https://dbpedia.org/ontology/Currency']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/rating', '?rating']
['https://dbpedia.org/ontology/Event', '??date', 'https://dbpedia.org/ontology/date']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/performer', 'https://dbpedia.org/ontology/Organisation']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/region', 'https://dbpedia.org/ontology/Region']
['https://dbpedia.org/ontology/Event', '??Street', 'https://dbpedia.org/ontology/Street']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/startDateTime', 'https://dbpedia.org/ontology/dateTime']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/locationName', 'https://dbpedia.org/ontology/address']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/price', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/Event', '??time', 'https://dbpedia.org/ontology/time']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/city', 'https://dbpedia.org/ontology/Locality']
['https://dbpedia.org/ontology/Event', 'https://dbpedia.org/ontology/endDateTime', 'https://dbpedia.org/ontology/dateTime']
['https://dbpedia.org/ontology/Hotel', '??dateTime', 'https://dbpedia.org/ontology/dateTime']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/time', 'https://dbpedia.org/ontology/time']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/country', 'https://dbpedia.org/ontology/Country']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/locationName', 'https://dbpedia.org/ontology/address']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/language', 'https://dbpedia.org/ontology/Language']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/brand', 'https://dbpedia.org/ontology/brand']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/city', 'https://dbpedia.org/ontology/Locality']
['https://dbpedia.org/ontology/Hotel', '??boolean', 'https://dbpedia.org/ontology/boolean']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/address', 'https://dbpedia.org/ontology/Place']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/image', 'https://dbpedia.org/ontology/Website']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/currency', 'https://dbpedia.org/ontology/Currency']
['https://dbpedia.org/ontology/Hotel', '??Image', 'https://dbpedia.org/ontology/Image']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/rating', '?rating']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/region', 'https://dbpedia.org/ontology/Region']
['https://dbpedia.org/ontology/Hotel', '??rating', 'https://dbpedia.org/ontology/rating']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/day', 'https://dbpedia.org/ontology/day']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/price', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/review', 'https://dbpedia.org/ontology/review']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/description', 'https://dbpedia.org/ontology/price']
['https://dbpedia.org/ontology/Hotel', '??Street', 'https://dbpedia.org/ontology/Street']
['https://dbpedia.org/ontology/Hotel', 'https://dbpedia.org/ontology/postalCode', 'https://dbpedia.org/ontology/PostalCode']
['https://dbpedia.org/ontology/Organisation', 'https://dbpedia.org/ontology/image', 'https://dbpedia.org/ontology/Website']
['https://dbpedia.org/ontology/Organisation', 'https://dbpedia.org/ontology/description', 'https://dbpedia.org/ontology/price']
